document,topic,gamma
scopus_1480,3,2.342379425092374e-4
scopus_1486,3,4.998096146822211e-4
scopus_1498,3,0.005575034839841421
scopus_1503,3,0.003792945442295082
scopus_1504,3,5.033887052229382e-4
scopus_1512,3,0.002671651301819354
scopus_1581,3,0.0014262658788245358
scopus_1584,3,0.00493622074345286
scopus_1585,3,0.14863780683632755
scopus_1601,3,0.0022259291338124995
scopus_1605,3,0.00467066115027411
scopus_1616,3,0.23413348459265262
scopus_1624,3,0.005910976592228971
scopus_163,3,0.0012397577157782593
scopus_1633,3,0.0061027279576237724
scopus_1649,3,7.24089499351273e-4
scopus_1652,3,0.023792257663689614
scopus_1664,3,0.001964151659456163
scopus_1668,3,0.0010487542722214954
scopus_1683,3,0.0032238571285164107
scopus_1684,3,8.215814468999659e-4
scopus_1688,3,0.012231834485134055
scopus_1694,3,0.012472334415026142
scopus_1722,3,0.0105043822162714
scopus_1728,3,0.003332059190549196
scopus_1729,3,0.004814556217070469
scopus_1742,3,0.0015460174113181393
scopus_1758,3,0.002129939609114147
scopus_1763,3,0.01111686132486994
scopus_1769,3,0.04656936530249398
scopus_1776,3,0.005195219926039805
scopus_1790,3,0.009189192229059312
scopus_1791,3,0.0063754514402577026
scopus_1798,3,0.0010567304729254222
scopus_180,3,0.019136597647604454
scopus_1803,3,0.006426346457563654
scopus_1807,3,0.002255297587980442
scopus_1809,3,0.0045238364278948765
scopus_1811,3,0.8225527414282052
scopus_1822,3,0.005956392867438214
scopus_1830,3,0.13559112862347492
scopus_1841,3,0.0019041352092918165
scopus_1878,3,0.017530630936379868
scopus_1887,3,0.0033418717739656296
scopus_1898,3,0.01769584699902613
scopus_1901,3,0.13390814454276437
scopus_1906,3,0.5618004106150518
scopus_1912,3,0.14029798576466643
scopus_1917,3,0.031270261842229884
scopus_1920,3,0.0025323851047579023
scopus_1928,3,0.0055027295775877325
scopus_1945,3,0.010520805057338378
scopus_1952,3,0.010732277129244589
scopus_1971,3,0.05407993961924531
scopus_1974,3,0.05040103683243438
scopus_1985,3,0.00671254331326226
scopus_199,3,6.751541160791219e-4
scopus_2019,3,0.0038259984642307846
scopus_202,3,0.011448287484569365
scopus_2025,3,0.0035937433917004233
scopus_2037,3,0.003368895389340617
scopus_2069,3,9.995013486467149e-4
scopus_2078,3,0.07175243338393475
scopus_2079,3,0.019690004335369795
scopus_2099,3,0.002016235490757931
scopus_2102,3,0.012671913157576539
scopus_2110,3,0.0010363411083708658
scopus_2132,3,0.0018504969620172776
scopus_2139,3,0.5460647131734445
scopus_2140,3,0.0037117055770491203
scopus_2141,3,0.0764402561334257
scopus_2148,3,0.0012790063920605189
scopus_215,3,0.007277699533513387
scopus_2150,3,0.18956497418460944
scopus_2153,3,0.1183363713913516
scopus_2169,3,0.24561025039080223
scopus_2172,3,0.050866929101814916
scopus_2187,3,0.45581019950123347
scopus_2197,3,0.003570588139777825
scopus_2215,3,0.1495564857477591
scopus_2232,3,0.028511420599980897
scopus_2257,3,0.07761871082887233
scopus_2264,3,0.04647603310241494
scopus_2265,3,0.021462928177162603
scopus_2268,3,0.01161076126655405
scopus_227,3,0.004404824559753045
scopus_2287,3,0.004774148710347521
scopus_230,3,2.558184883572886e-4
scopus_2301,3,0.009826149518502924
scopus_2306,3,0.003724502933451258
scopus_2317,3,0.5658024108324606
scopus_2319,3,0.8436176128200745
scopus_2328,3,0.0014501254869919513
scopus_2329,3,0.002145673779695335
scopus_2333,3,0.2753265941992042
scopus_2334,3,0.18976936023929744
scopus_2337,3,0.699610276612952
scopus_2340,3,0.0014413404114395874
scopus_2342,3,0.002043390421000482
scopus_2347,3,0.003074085275890386
scopus_2353,3,0.0044497283944995684
scopus_2362,3,0.006630115580212726
scopus_2386,3,0.6663186293567253
scopus_2401,3,0.11807898414443017
scopus_2414,3,0.005649450334628892
scopus_2419,3,0.0020830373197285
scopus_2434,3,0.001289658265617081
scopus_2437,3,0.0020179320483867677
scopus_2444,3,0.4969267976838847
scopus_2445,3,0.01230378207610143
scopus_2454,3,0.027193575619364956
scopus_2471,3,0.008333536497210005
scopus_2476,3,0.008736649677216199
scopus_2477,3,1.6277157576354313e-4
scopus_2478,3,0.11460739644262252
scopus_2485,3,0.00827252118154234
scopus_2489,3,0.010198677766645698
scopus_249,3,0.6497229379776843
scopus_2495,3,0.0036297996330095584
scopus_250,3,0.00317029782490369
scopus_2500,3,0.0027644479825797807
scopus_2501,3,0.391714619521539
scopus_2504,3,0.049497406781797065
scopus_2521,3,0.0060795407683829576
scopus_2522,3,0.43822305623936647
scopus_2525,3,0.11790934161835233
scopus_2529,3,0.008675480407246902
scopus_2535,3,0.001975376750416998
scopus_2537,3,0.00616616163198189
scopus_2546,3,0.8699568566888937
scopus_2548,3,0.08096891379167862
scopus_2556,3,0.008341269108754717
scopus_2566,3,0.05582174206401061
scopus_2567,3,0.11917133925979592
scopus_2568,3,0.004130391714477156
scopus_2569,3,3.4733736264007864e-4
scopus_2587,3,0.018222879421006002
scopus_2601,3,7.068449825270956e-4
scopus_2605,3,0.00155939409169532
scopus_2613,3,0.009890026923345218
scopus_2615,3,0.10699350294688248
scopus_2623,3,0.0027005674582794657
scopus_263,3,0.008997774437689982
scopus_2635,3,0.004378312452132514
scopus_264,3,0.007457749281466571
scopus_2647,3,0.00330463155151859
scopus_2651,3,0.0040990439835763785
scopus_2659,3,0.007196322442031761
scopus_2663,3,6.890675988792577e-4
scopus_2668,3,0.026409966057331986
scopus_2670,3,4.876565592138719e-4
scopus_2676,3,0.4338472550385207
scopus_2694,3,0.03380991476879187
scopus_2699,3,0.11759290398396965
scopus_2722,3,6.282779883223645e-4
scopus_273,3,0.027203698749846718
scopus_2731,3,0.007889437725818719
scopus_2739,3,0.004403837367948655
scopus_2746,3,0.0027754054248787306
scopus_2747,3,0.0033400333649319055
scopus_2751,3,7.122943199430691e-4
scopus_2758,3,0.001890659247162921
scopus_276,3,0.005149921351387035
scopus_2760,3,0.003963295591217542
scopus_2781,3,0.19111094164782907
scopus_2782,3,0.4100625016953925
scopus_2788,3,0.19825397842794157
scopus_2806,3,0.048160663360810534
scopus_281,3,0.003976011146911601
scopus_2810,3,0.010026174639208595
scopus_282,3,0.00252635010332604
scopus_2821,3,0.014086710387779615
scopus_2831,3,0.002755585175478276
scopus_2836,3,2.798478761530057e-4
scopus_284,3,0.004505197059325174
scopus_2843,3,0.0014036364130621038
scopus_2858,3,0.8096116641043698
scopus_2863,3,0.052527153930898116
scopus_2866,3,0.001939853509359098
scopus_2871,3,7.002573167220942e-4
scopus_2875,3,0.12463310342317516
scopus_2878,3,0.005021934688541632
scopus_2886,3,0.0014961801702944456
scopus_2898,3,0.0044035141107979505
scopus_2905,3,0.0020040474694564773
scopus_2906,3,0.002131658985756583
scopus_2920,3,0.0019479168407881891
scopus_2926,3,0.0038216732655015507
scopus_2929,3,0.005412437891351679
scopus_293,3,0.047606365609280325
scopus_2930,3,0.0026845366324679486
scopus_2935,3,0.0017708059772707937
scopus_2938,3,0.07932027344882814
scopus_294,3,0.035457974841405254
scopus_2974,3,0.004183962128808879
scopus_2982,3,0.002051611892650225
scopus_2986,3,0.4644628443033447
scopus_2991,3,0.008559784171257852
scopus_2992,3,0.01589022928104504
scopus_3008,3,0.04447601404167931
scopus_3010,3,8.161543474721009e-4
scopus_3011,3,0.3275527250497455
scopus_3014,3,0.006032866136132972
scopus_3029,3,0.9271274244286413
scopus_3034,3,0.012002695846053258
scopus_3035,3,0.0019550593971313364
scopus_3037,3,0.23147607367825346
scopus_3040,3,0.0022590428189942805
scopus_3059,3,0.06604358346394719
scopus_3062,3,0.0013889384279863295
scopus_3073,3,0.08694051111952099
scopus_3075,3,0.00917537331399099
scopus_3081,3,0.0026068505374238654
scopus_3085,3,0.026091447070891133
scopus_3090,3,0.25164530178737304
scopus_3100,3,0.8825589599329874
scopus_3101,3,0.10882443519396337
scopus_3107,3,0.014537020492935582
scopus_3127,3,0.0014392074312090208
scopus_3129,3,0.005370671751867746
scopus_3141,3,0.0017251420749650644
scopus_3144,3,0.003521898431441929
scopus_315,3,0.0021456141255376824
scopus_3159,3,0.027536092512795273
scopus_316,3,0.004386408815656404
scopus_3168,3,0.22350835968284527
scopus_3179,3,0.006880489235695161
scopus_3180,3,0.0016420860350984082
scopus_3181,3,0.012308418596926413
scopus_3197,3,0.006609521356631956
scopus_3201,3,0.004034704141321129
scopus_3207,3,0.010029935700678061
scopus_322,3,0.006366154608059862
scopus_3222,3,0.007542515291487323
scopus_3228,3,0.004636533396998984
scopus_3229,3,4.2827757373317167e-4
scopus_324,3,0.008514541428555024
scopus_3244,3,0.01980077307601788
scopus_3248,3,0.012551740046730502
scopus_3260,3,0.008058976673073249
scopus_3265,3,0.29012472284366025
scopus_3268,3,0.00620578586525688
scopus_3272,3,0.30963526728449225
scopus_3275,3,0.0017630965382660793
scopus_3276,3,0.5715163089287156
scopus_3285,3,0.012768951085212444
scopus_3289,3,0.013568053705766013
scopus_3296,3,0.02112114539539769
scopus_3300,3,0.0016035429577480683
scopus_3302,3,0.007062012015933651
scopus_3314,3,0.009295554831525492
scopus_3320,3,0.0047011872003266935
scopus_3350,3,0.01647602379197833
scopus_3364,3,0.002511008432744767
scopus_3367,3,0.001245715713856494
scopus_3371,3,0.001458021372959981
scopus_3374,3,0.010651237633224297
scopus_3379,3,0.006532654221899285
scopus_3380,3,0.006347364207243948
scopus_3387,3,0.8740820408048916
scopus_339,3,0.004129913516915351
scopus_3393,3,0.528324543383612
scopus_3398,3,0.00679013187478241
scopus_3418,3,8.650482894129668e-4
scopus_3427,3,0.061618143570443804
scopus_3434,3,0.30043365389901366
scopus_3442,3,0.004296004423634645
scopus_3450,3,0.002763744748225747
scopus_3458,3,0.33903709871395366
scopus_3465,3,0.005446868324350985
scopus_3472,3,0.002342406722507826
scopus_3497,3,0.10213166455607563
scopus_3525,3,0.001467408396876845
scopus_3528,3,0.7622685984354649
scopus_3535,3,0.004289031523039821
scopus_3540,3,6.77119728278867e-4
scopus_3547,3,5.388468100326072e-4
scopus_3554,3,0.0052744858220645195
scopus_3566,3,2.0345952795663142e-4
scopus_3571,3,0.04724132106897159
scopus_3579,3,0.004008734540566336
scopus_3595,3,0.0030859550828251513
scopus_3604,3,0.10713927925171975
scopus_3621,3,0.004021759047404328
scopus_3627,3,0.0028627487711911375
scopus_3629,3,0.00700491008137333
scopus_363,3,0.0012329497516755615
scopus_3632,3,0.006055495608382788
scopus_3649,3,0.008511358346770834
scopus_3652,3,0.0027295595313462364
scopus_3659,3,0.012891159975063817
scopus_3661,3,0.08309979943637189
scopus_3668,3,0.11384474173444117
scopus_3689,3,0.0022656151519140043
scopus_3699,3,0.003220188868387613
scopus_3716,3,0.0024097053546899205
scopus_3755,3,0.025975975927877076
scopus_3757,3,0.0033959408420441164
scopus_3765,3,0.04657121824457193
scopus_3777,3,0.0010203615827861642
scopus_3786,3,0.00861823798109541
scopus_3808,3,0.002795147967018588
scopus_3809,3,0.14851019283642927
scopus_3833,3,0.0020648697826050845
scopus_384,3,0.10486178982036165
scopus_3846,3,0.002031970318627906
scopus_385,3,0.00616933943366023
scopus_3868,3,0.007644923294852994
scopus_3885,3,0.004604245467964455
scopus_3886,3,0.0020900357705169324
scopus_389,3,0.10694433557184231
scopus_3896,3,0.044641086864349984
scopus_3897,3,0.0020627010972994425
scopus_3914,3,0.0023281314444134693
scopus_3918,3,0.003474815743199899
scopus_3926,3,4.933083801527599e-4
scopus_3952,3,0.02612754822701216
scopus_3954,3,0.001244285965997368
scopus_3967,3,0.012896810937105877
scopus_3985,3,0.007200710815481026
scopus_3992,3,0.03062528939277786
scopus_3994,3,0.001955619608097212
scopus_4001,3,0.01605908797459561
scopus_4010,3,0.017017641523100997
scopus_4025,3,0.044544956703083095
scopus_4044,3,0.0048300164014453105
scopus_4047,3,0.004010420354698307
scopus_4048,3,0.003992974721591824
scopus_405,3,0.0016990210413513217
scopus_4050,3,0.0030041387920315197
scopus_4063,3,0.4186497064952024
scopus_4067,3,0.19876393131341577
scopus_4069,3,0.002066961710815403
scopus_4112,3,0.1427542822856897
scopus_4137,3,0.022366909857909994
scopus_4142,3,0.0019836055792300045
scopus_4153,3,0.0010296032733999106
scopus_4157,3,0.0019344415089153698
scopus_416,3,0.0016411960960311881
scopus_4172,3,0.0016716702129675632
scopus_4177,3,0.002663560504159212
scopus_418,3,0.007003439297058827
scopus_4180,3,0.005882465569300245
scopus_4189,3,0.2432701561397739
scopus_419,3,0.0017609756274344181
scopus_4194,3,0.0041223292800238506
scopus_420,3,5.539870424022616e-4
scopus_4200,3,0.012198973522532986
scopus_4201,3,0.23432350997470944
scopus_4206,3,0.04751069080520497
scopus_4218,3,0.017254442868427464
scopus_4224,3,0.0409099379397182
scopus_4225,3,0.002795131822113792
scopus_4235,3,0.00354533424742941
scopus_4238,3,0.024918013087001846
scopus_4255,3,0.007881102565674682
scopus_4264,3,0.027205941298031222
scopus_4280,3,3.1146579226463137e-4
scopus_4293,3,0.010446125724071019
scopus_4296,3,0.043172922847758026
scopus_4301,3,0.41794241419542666
scopus_4303,3,0.00951130110425239
scopus_4308,3,0.0033889318054030047
scopus_4315,3,9.613294400916084e-4
scopus_4318,3,0.016881686714039633
scopus_4329,3,0.00644250055051109
scopus_4331,3,0.023308968416962627
scopus_434,3,0.010107196884731169
scopus_4347,3,0.00831789874608124
scopus_4350,3,0.001007818503957023
scopus_4354,3,0.4265500412609927
scopus_4359,3,0.0025689084749533375
scopus_4368,3,0.004674796562516495
scopus_4397,3,0.007428748288331423
scopus_4416,3,0.010371031014269996
scopus_4427,3,0.003515430255501901
scopus_4436,3,0.008421352505027808
scopus_4453,3,0.004471685722493963
scopus_447,3,0.0018873345600183757
scopus_4474,3,0.34029377405172334
scopus_4476,3,0.027316270199232252
scopus_4490,3,0.05249222370767294
scopus_4494,3,0.008341015200104171
scopus_4500,3,6.903713025538889e-4
scopus_4520,3,0.0024913441695268625
scopus_4529,3,0.0077427126607296165
scopus_4538,3,0.007437837646950864
scopus_4582,3,0.001559980200692082
scopus_4588,3,0.0019555410346971096
scopus_4589,3,0.004361223967487398
scopus_4596,3,0.0029984849181124776
scopus_4601,3,3.0088589337067635e-4
scopus_4615,3,0.005586054524760743
scopus_4618,3,0.16053722282469196
scopus_4619,3,0.2144914855423472
scopus_4623,3,0.0044719504017232915
scopus_4624,3,2.807410132773782e-4
scopus_4655,3,0.0011006858694220787
scopus_4683,3,0.018943340816504464
scopus_4690,3,0.007244943585706665
scopus_4693,3,7.529883843822257e-4
scopus_472,3,9.227300905708309e-4
scopus_4732,3,6.251800238666275e-4
scopus_4742,3,5.702582324093298e-4
scopus_4767,3,0.0198187112838225
scopus_4783,3,0.009225296639104144
scopus_4789,3,0.009048703550702326
scopus_48,3,0.0015471315250378027
scopus_4818,3,0.0012908100910296696
scopus_4821,3,0.16913722084457644
scopus_4823,3,7.204792347170301e-4
scopus_4825,3,0.0010423681365835775
scopus_485,3,0.002063796824895451
scopus_4868,3,6.554645068901019e-4
scopus_4871,3,0.45615169135379735
scopus_4885,3,0.025140654859003606
scopus_4893,3,0.23458201980879775
scopus_4896,3,0.003460995631320911
scopus_4901,3,0.006547886886252034
scopus_4906,3,0.766533436893313
scopus_4920,3,0.08417635953090971
scopus_4934,3,7.386019724413512e-4
scopus_494,3,0.0018202452253347527
scopus_4942,3,0.006694830838098084
scopus_4948,3,0.0011301776429346125
scopus_4958,3,8.482285188791064e-4
scopus_5047,3,0.0250164259095906
scopus_5083,3,0.005041871887127023
scopus_5099,3,9.456893490033248e-4
scopus_5107,3,0.003843644028518574
scopus_5111,3,0.004272731393812819
scopus_512,3,6.263898693428301e-4
scopus_5121,3,0.0026840865316776555
scopus_5137,3,0.0010958158562617828
scopus_5144,3,0.002678046339651441
scopus_5149,3,0.005528418885562471
scopus_5153,3,0.0066220952139118645
scopus_5169,3,6.432846816826684e-4
scopus_5172,3,6.944238998568845e-4
scopus_5183,3,0.003041908993637772
scopus_5184,3,0.07646265886743557
scopus_5193,3,0.010377947637250529
scopus_52,3,0.002279069967710629
scopus_5204,3,0.0033537795186897863
scopus_5211,3,0.011004058477612755
scopus_5227,3,0.003138558763282949
scopus_524,3,0.00797028024564791
scopus_5241,3,0.0033949849055133563
scopus_5250,3,0.003799082360509366
scopus_5255,3,0.009111176734231504
scopus_527,3,0.002320316970085033
scopus_5292,3,0.007564371780140877
scopus_5321,3,0.0029006123819064833
scopus_5325,3,0.0043531183242072604
scopus_5351,3,5.468406192204435e-4
scopus_5364,3,0.0023909573041779866
scopus_5395,3,0.024733120477191887
scopus_54,3,0.268234435480743
scopus_5405,3,6.492378710837214e-4
scopus_5414,3,0.0015973027910545455
scopus_542,3,0.0016662146547950839
scopus_5440,3,8.921235057639211e-4
scopus_5497,3,0.38617624418157576
scopus_5508,3,0.006727163667563332
scopus_5522,3,0.002660325294145987
scopus_5535,3,0.0024064453113842197
scopus_5588,3,0.0016244550538096032
scopus_5591,3,0.0024035433185349126
scopus_5592,3,9.217277075013452e-4
scopus_560,3,0.0037061795746330633
scopus_5602,3,0.001017580957969862
scopus_572,3,0.04177818130869699
scopus_578,3,0.004874344110087962
scopus_58,3,0.016145196672416602
scopus_62,3,0.005317617700672164
scopus_620,3,0.003911422040525726
scopus_639,3,0.001931657764770477
scopus_645,3,0.0013081284041167335
scopus_653,3,0.006359645569847041
scopus_659,3,0.0013602368858638646
scopus_665,3,0.0016163734203501793
scopus_685,3,0.3115557731203392
scopus_72,3,0.0012385671338476568
scopus_727,3,4.660877869234046e-4
scopus_741,3,0.0032155014791902044
scopus_750,3,0.009501838489386715
scopus_754,3,0.025314804405181687
scopus_76,3,0.001167111098456724
scopus_765,3,0.15877423912031255
scopus_778,3,0.839718687305219
scopus_785,3,0.0033597914282296466
scopus_79,3,0.0017290176029662876
scopus_793,3,0.13858648234107712
scopus_8,3,0.0067658641240728075
scopus_80,3,0.22818412748330252
scopus_802,3,0.006913039289859666
scopus_813,3,4.326418748356049e-4
scopus_821,3,0.0011492612240344318
scopus_839,3,0.002512410156682089
scopus_864,3,9.245768970968016e-4
scopus_867,3,0.009951420177531535
scopus_868,3,0.014513280870542093
scopus_876,3,0.0013535765786640247
scopus_887,3,0.7764363266443167
scopus_891,3,0.001470622284835587
scopus_892,3,0.006343594768572515
scopus_894,3,0.002014242490559035
scopus_897,3,0.013767891651036462
scopus_906,3,0.004953002223749024
scopus_909,3,0.07053169002547564
scopus_923,3,0.3590535989653801
scopus_930,3,0.01503591717477686
scopus_932,3,0.010756927335667415
scopus_95,3,0.09606608748490653
scopus_958,3,0.005360390812023195
scopus_960,3,0.0020193842606582428
scopus_97,3,0.014368390578616374
scopus_99,3,0.0018362041191666058
scopus_992,3,0.011902864049264375
scopus_1004,3,0.001417031700822573
scopus_1018,3,0.006973547169523094
scopus_1026,3,0.004390227222970708
scopus_103,3,0.006137190959402167
scopus_1033,3,0.06975929888705203
scopus_1039,3,0.006826581755947015
scopus_104,3,0.00766557759541775
scopus_1043,3,0.14632233030565103
scopus_1046,3,0.0025522673761903644
scopus_1060,3,0.001387264837002587
scopus_1064,3,0.002335329296839344
scopus_1068,3,0.006416538387281556
scopus_1078,3,0.0036989035759412386
scopus_1088,3,0.004449321302478792
scopus_1089,3,0.012350259188197769
scopus_1098,3,0.2896699404750783
scopus_11,3,0.0027368247152988897
scopus_1107,3,0.0018450361731439202
scopus_111,3,0.020869038503213658
scopus_1127,3,0.0019572755550718753
scopus_1137,3,0.05559494058953961
scopus_1140,3,0.44249687590522496
scopus_1141,3,0.0015521968050096948
scopus_1142,3,0.002930246032682423
scopus_1153,3,0.0026887291275536924
scopus_1164,3,0.1126668973463251
scopus_1167,3,0.061488961739954995
scopus_1169,3,0.003650070548931956
scopus_1171,3,0.006408887556970385
scopus_1172,3,0.002516420619234514
scopus_1176,3,8.842329625816039e-4
scopus_1184,3,0.03948159342154349
scopus_1187,3,0.00859406077761014
scopus_1190,3,0.003780371373851355
scopus_1199,3,5.39213149558844e-4
scopus_120,3,0.0034189714825381885
scopus_1208,3,0.76724020836038
scopus_121,3,6.198033434724698e-4
scopus_1218,3,4.236209768587214e-4
scopus_122,3,0.0011300302345165244
scopus_1220,3,0.02252207138923757
scopus_1225,3,0.062044522650547676
scopus_1233,3,0.028113199509189238
scopus_1242,3,7.494290157757278e-4
scopus_1247,3,0.1024058326190869
scopus_1254,3,0.0025366133478711087
scopus_1265,3,0.01014986973665449
scopus_1275,3,0.004957000670162196
scopus_1282,3,0.003684065285317813
scopus_1289,3,0.7905614790546494
scopus_1290,3,0.2628604560529999
scopus_1291,3,0.001560528213005116
scopus_1294,3,0.00645799128517191
scopus_1297,3,0.00574863692735594
scopus_1298,3,0.007827929174289785
scopus_1303,3,0.027658198304737838
scopus_1312,3,0.001107002792970382
scopus_1315,3,0.02156334661100998
scopus_1319,3,6.432156009392675e-4
scopus_1329,3,0.00843724872734254
scopus_133,3,0.004080247300560338
scopus_1330,3,0.002842825830342269
scopus_1350,3,0.1473368505287558
scopus_1367,3,0.006173422593413789
scopus_1375,3,2.0896455345417814e-4
scopus_1384,3,0.08185429462357774
scopus_1387,3,0.0020552248183168444
scopus_139,3,0.00939257391952396
scopus_1390,3,0.0017388796813433995
scopus_1403,3,0.01979642744282833
scopus_1415,3,0.008240229714783397
scopus_1416,3,0.0014124112952285
scopus_1417,3,0.010272980764091926
scopus_1428,3,0.1849783601167883
scopus_1431,3,0.02792831457658449
scopus_1436,3,0.013533692125583271
scopus_1445,3,0.20185200250142207
scopus_1448,3,0.1910287077099098
scopus_1449,3,0.009659352211350457
scopus_1450,3,6.640844445037358e-4
scopus_1458,3,0.2912330135837827
scopus_1466,3,5.008701804468218e-4
scopus_1474,3,0.013700701334989962
scopus_1475,3,0.0015667858290303062
scopus_1476,3,0.0017743821481569428
scopus_149,3,0.09278521477076297
scopus_1490,3,0.006285025451080473
scopus_1521,3,0.008892680269747093
scopus_1551,3,0.0033973987311882036
scopus_1553,3,0.002787407323737105
scopus_1554,3,0.0028058970738905897
scopus_1557,3,0.16695601881076644
scopus_1565,3,0.0014245694451485301
scopus_1567,3,0.05592595749635827
scopus_1569,3,0.0013983623877487185
scopus_157,3,0.005684030776963763
scopus_1573,3,5.991433573338949e-4
scopus_1604,3,0.00383005527577109
scopus_1609,3,0.0012461647998611883
scopus_162,3,0.18798120846392194
scopus_1632,3,0.012817176650568632
scopus_1638,3,0.010110943262377207
scopus_1642,3,9.102223379686751e-4
scopus_1656,3,0.0029568532952251327
scopus_1661,3,0.0021428974276439597
scopus_1667,3,8.048937395763268e-4
scopus_1670,3,0.2174149967234218
scopus_1672,3,0.001059793179634542
scopus_1673,3,0.0107376273676882
scopus_1679,3,0.00454073248591243
scopus_1681,3,0.011007423560560281
scopus_1686,3,3.8748461056515893e-4
scopus_1692,3,0.0029382777735464227
scopus_17,3,0.0010662801457642249
scopus_1702,3,0.016961302776173366
scopus_171,3,0.20818638161092895
scopus_1734,3,0.0036732366912614308
scopus_1739,3,0.007628833110681042
scopus_1744,3,0.0035035431206572507
scopus_1746,3,0.016164664342282475
scopus_1760,3,0.00562353823268689
scopus_1765,3,0.0010065499860829733
scopus_1773,3,8.954129788966633e-4
scopus_1782,3,4.88331543033926e-4
scopus_1785,3,0.23750249724866396
scopus_1792,3,0.01083468030912231
scopus_1797,3,0.04575921100609992
scopus_1814,3,0.19448997981421465
scopus_1815,3,0.3119623574928361
scopus_182,3,0.0010997935688790666
scopus_1832,3,0.002238315690626338
scopus_1839,3,0.2639872458284681
scopus_1851,3,0.0036024179692194483
scopus_1854,3,0.0026887736559717563
scopus_1858,3,5.049808396992803e-4
scopus_186,3,9.429197491008874e-4
scopus_1860,3,0.0011819276545058416
scopus_1861,3,7.03479744155007e-4
scopus_1875,3,0.7845575430699291
scopus_188,3,0.14016555727434735
scopus_1893,3,0.01312518782286873
scopus_1894,3,0.7120341719196198
scopus_1907,3,0.009576611898169617
scopus_1908,3,0.00868959673577087
scopus_1910,3,0.007953164596882509
scopus_1918,3,0.4392763198441412
scopus_1951,3,0.007040431941040984
scopus_1963,3,0.1365060560884701
scopus_1978,3,0.033178267070628674
scopus_1983,3,0.02787205619906608
scopus_1988,3,0.0018452202892309138
scopus_1997,3,4.111665144251097e-4
scopus_200,3,0.0018734310661476265
scopus_2008,3,0.007167356002302343
scopus_2024,3,0.005525314532135409
scopus_2045,3,0.003011673382145969
scopus_2046,3,0.34652091008228164
scopus_2053,3,9.896830890169918e-4
scopus_2055,3,0.4537116514323676
scopus_2062,3,5.634639221250527e-4
scopus_208,3,0.020664745278103566
scopus_2082,3,0.03356373328801025
scopus_2084,3,0.7463131434186656
scopus_2087,3,0.7032805733826141
scopus_2091,3,0.12061616124948633
scopus_21,3,6.418724030234331e-4
scopus_2104,3,0.008138876147811565
scopus_2106,3,0.0018970307597046614
scopus_2119,3,0.004871591635453159
scopus_212,3,0.0013276546000201826
scopus_2121,3,0.015505037096452913
scopus_2122,3,0.0071291683140642225
scopus_2134,3,5.834778048843537e-4
scopus_2136,3,0.0036925770773591055
scopus_2160,3,0.005099180888759387
scopus_2166,3,0.0012237490471972987
scopus_2167,3,0.002325145130585722
scopus_2186,3,0.6106268349088882
scopus_2196,3,0.004336612313240598
scopus_2199,3,0.33073840421558265
scopus_2200,3,0.010907957490636708
scopus_2203,3,0.43745195293228134
scopus_2204,3,0.45462585843528486
scopus_2205,3,0.06695382761345546
scopus_2214,3,0.006999634613872629
scopus_2217,3,0.12400552352001272
scopus_222,3,0.6819383355991803
scopus_2227,3,0.010674509844815674
scopus_2236,3,0.001675276089806986
scopus_2239,3,0.001580204923378056
scopus_2240,3,0.008755763511869017
scopus_2248,3,0.006744104082061093
scopus_2255,3,0.0074522232985398985
scopus_2263,3,8.791282755175628e-4
scopus_2271,3,0.0049964989647899504
scopus_2276,3,0.034471147013870704
scopus_2278,3,0.007133333045626065
scopus_2280,3,0.1540793114244339
scopus_2288,3,0.003667072486434934
scopus_2293,3,0.2570416105617881
scopus_2300,3,0.011209675708956151
scopus_2310,3,0.0027018668012863843
scopus_2315,3,8.009310629267907e-4
scopus_232,3,8.57519023144689e-4
scopus_2320,3,0.0024703060565015368
scopus_2321,3,0.006479225698392996
scopus_2323,3,0.031450164573322
scopus_2331,3,0.006243029965265575
scopus_2338,3,0.3703859730804798
scopus_2341,3,0.06268765250131153
scopus_2354,3,0.14868930022982
scopus_2370,3,0.37147041052971513
scopus_2373,3,0.0020444192653770944
scopus_2377,3,0.005942440539450774
scopus_2382,3,0.005832813202602855
scopus_2385,3,0.003165674892490362
scopus_2390,3,0.013139428577212633
scopus_2391,3,0.0022481430916525087
scopus_2398,3,0.0018071496302359616
scopus_24,3,0.004730053006381889
scopus_2402,3,0.006403776087900406
scopus_2404,3,0.002331490710680501
scopus_2406,3,0.5237219513989857
scopus_2421,3,0.006778131511830548
scopus_2430,3,0.0010954372287245936
scopus_2431,3,0.006760028082928347
scopus_2439,3,0.00959939829093613
scopus_2442,3,0.3283237717943049
scopus_2455,3,0.20902759202564022
scopus_2467,3,0.001476580026510916
scopus_2475,3,0.015463849737072622
scopus_248,3,0.3699593169567734
scopus_2494,3,0.010519455563885125
scopus_2497,3,0.3044179739032255
scopus_251,3,0.028049885998522386
scopus_2518,3,0.0047130080499980685
scopus_2523,3,0.006344636285526643
scopus_2527,3,0.008218894655010788
scopus_2532,3,0.006173623332512615
scopus_2538,3,0.6279250577493242
scopus_2541,3,0.3543942373903229
scopus_2544,3,0.011619354598691933
scopus_2552,3,0.16695414189342175
scopus_2553,3,0.01832774976574376
scopus_2557,3,0.006488436762192986
scopus_2562,3,0.0033927704888535326
scopus_258,3,0.004031919107034132
